"","Sr","Test Name","Normal Range","Unit","Default Value","Cate","Type","Valid","Highligh"
"","271","Onion","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","272","Peach","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","273","Cherry","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","274","Olive","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","275","Bean, Green","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","276","Fish Mix 1","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","277","Shellfish Mix 1","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","278","Meat Mix 2(Beef,Lamb)","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","279","Chicken","Less Than 0.35","kU/L","","Standard","Decimal","0 - 1.05","0 - 0.35"
"","280","HCV Antigen","Non-Reactive < 3.00Reactive >= 3.00","","","Standard","Decimal","0 - 9","0 - 3"
"","281","IgE","Less Than 180","IU/ml","","Standard","Decimal","0 - 540","0 - 180"
"","282","Interleukin 6 (IL-6)","1.5 - 48","pg/mL","","Standard","Decimal","0 - 144","1.5 - 48"
"","283","PIVKA-II","Less Than 40","mAU/mL","","Standard","Text","0 - 500","0 - 40"
"","284","R.A. Factor (Quantitative)","Less Than 30","IU/mL","","Standard","Decimal","0 - 90","0 - 30"
"","285","Serum SHBG","11.00 - 78.00","nmol/L","","Standard","Decimal","0 - 234","11 - 78"
"","286","Stool for Calprotectin","Normal: <50Slightly Elevated: 50 - 200Significantly Elevated: >200","mg/kg","","Standard","Decimal","0 - 1000","0 - 200"
"","287","Stool for Clostridium-Difficile Toxin","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","288","Stool for H. Pylori Antigen","Negative: < 0.9Borderline: 0.9 to 1.1Positive: > 1.1","ng/ml","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","289","Vitamin B12 Level","Newborn: 160 - 1300Adult: 200 - 835Above 60 years : 110 - 800","pg/ml","","Standard","Decimal","0 - 2505","200 - 835"
"","290","Monocytes","Adult: 01 - 05, Child: 02 - 10","%","","Standard","Decimal","0 - 100","1 - 10"
"","291","Urine for Amylase","1.0 - 17","U/HRS","","Standard","Decimal","0 - 51","1 - 17"
"","292","Osmolality (Urine)","700.0 - 1500.0","mOsmol/kg","","Standard","Decimal","0 - 4500","700 - 1500"
"","293","Pus for Gram Stain","","","","Descriptive","Text","0 - 250","0 - 99999"
"","294","Physical Examination","","","","Sub Heading","Text","0 - 250","0 - 99999"
"","295","Color","","","","Standard","Text","0 - 250","0 - 99999"
"","296","Consistency","","","","Standard","Text","0 - 250","0 - 99999"
"","297","Odour","","","Fecal","Standard","Text","0 - 500","0 - 99999"
"","298","Reaction","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","299","Mucus","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","300","Blood","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","301","Parasite","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","302","Microscopic Examination","","","","Sub Heading","Text","0 - 250","0 - 99999"
"","303","Pus Cells/WBC","","","","Standard","Text","0 - 250","0 - 99999"
"","304","RBC","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","305","Fats","","","NIL","Standard","Text","0 - 250","0 - 99999"
"","306","Ova","","","Not Seen.","Standard","Text","0 - 250","0 - 99999"
"","307","Cysts of protozoa","","","Not Seen.","Standard","Text","0 - 250","0 - 99999"
"","308","Bacteria","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","309","Vegetative forms","","","NIL","Standard","Text","0 - 500","0 - 99999"
"","310","Macrophages","","","NIL","Standard","Text","0 - 500","0 - 99999"
"","311","Muscle cells","","","NIL","Standard","Text","0 - 500","0 - 99999"
"","312","Starch","","","NIL","Standard","Text","0 - 500","0 - 99999"
"","313","Epithelial Cells","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","314","Yeast Cells","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","315","Stool for Occult Blood","","","","Descriptive","List","0 - 500","0 - 99999"
"","316","Red Blood Cells","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","317","Color","Pale Yellow - Yellow","","","Standard","Text","0 - 250","0 - 99999"
"","318","Turbidity","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","319","Deposit","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","320","Specific Gravity","1.005 - 1.025","","","Standard","Text","0 - 250","0 - 99999"
"","321","Chemical Examination","","","","Sub Heading","Text","0 - 250","0 - 99999"
"","322","Glucose","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","323","Ketones","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","324","Protein","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","325","Bilirubin","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","326","Nitrate","Negative","","Negative","Standard","Text","0 - 250","0 - 99999"
"","327","Haemoglobin","Male: 13.5 - 17.5, Female: 11.5 -14.0","g/dl","","Standard","Decimal","0 - 52.5","11.5 - 17.5"
"","328","Urobilirubin","","","Normal","Standard","Text","0 - 250","0 - 99999"
"","329","Blood","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","330","Casts","","","","Sub Heading","List","0 - 500","0 - 99999"
"","331","Granular Cast","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","332","Dead spermatozoa","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","333","Crystals","","","","Sub Heading","Text","0 - 250","0 - 99999"
"","334","Calcium Oxalate Crystal","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","335","Triple Phosphate Crystal","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","336","Calcium phosphate","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","337","Uric Acid","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","338","Amorphous","Nil","","Nil","Standard","Text","0 - 250","0 - 99999"
"","339","Ketones","","","NIL","Descriptive","Text","0 - 500","0 - 99999"
"","340","Urine Sugar","","","","Descriptive","Text","0 - 250","0 - 99999"
"","341","Free T3","1.20 - 4.20","pg/ml","","Standard","Decimal","0 - 12.6","1.2 - 4.2"
"","342","Free T4","9.00 - 22.0","pmol/l","","Standard","Decimal","0 - 66","9 - 22"
"","343","Free Testosterone Serum","Male: 15.0 - 50.0, Female: < 4.20","Pg/ml","","Standard","Decimal","0 - 150","4.2 - 50"
"","344","FSH","Male: 1.37 - 13.58FemaleFollicular Phase: 2.45 - 9.47Ovulatory Phase: 4.97 - 15.67Luteal Phase: 1.01 - 6.40Postmenopause: 25.80 - 150.53","mIU/ml","","Standard","Decimal","0 - 453","1.3 - 151"
"","345","Growth Hormone (GH)","(See below)","ng/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","346","Intact Parathyroid Hormone (IPTH) (Fasting)","14.5 - 87.1","pg/mL","","Standard","Decimal","0 - 99999","14.5 - 87.1"
"","347","LH","Male: 1.20 - 9.0FemaleFollicular phase: 0.90 - 15.0Ovulatory phase: 15.0 - 90.0Luteal phase: 0.80 - 15.0Postmenopause: 10.0 - 65.0","mIU/ml","","Standard","Decimal","0 - 270","0.9 - 90"
"","348","Prolactin","Female: 3.47 - 35.0Male: 2.35 - 25.9","ng/ml","","Standard","Decimal","0 - 999","2.35 - 35"
"","349","PTH","14.5 - 87.1","pg/mL","","Standard","Decimal","0 - 261.3","14.5 - 87.1"
"","350","T3","0.56 - 1.88","ng/mL","","Standard","Decimal","0 - 100.0","0.56 - 1.88"
"","351","T4","59.00 - 153.0","nmol/L","","Standard","Decimal","0 - 459","59 - 153"
"","352","Testosterone","Males: 6.40 - 31.80Females: 0.20 - 4.40","nmol/L","","Standard","Decimal","0 - 95.4","0.2 - 31.8"
"","353","TSH","Adult: 0.40 - 4.00Child: 0.40 - 7.00","µIU/mL","","Standard","Decimal","0 - 100","0.4 - 7"
"","354","Biopsy #","","","","Descriptive","AutoComplete","0 - 500","0 - 99999"
"","355","History","","","","Descriptive","Text","0 - 500","0 - 99999"
"","356","Procedure","","","","Descriptive","Text","0 - 500","0 - 99999"
"","357","Case Summary (based on CAP protocol)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","358","Diagnosis","","","","Descriptive","Text","0 - 500","0 - 99999"
"","359","Advised","","","","Descriptive","Text","0 - 500","0 - 99999"
"","360","Review Biopsy Slide","","","","Descriptive","Text","0 - 500","0 - 99999"
"","361","Urine for Pregnancy Test","Negative-No PregnancyPositive-Pregnancy Confirmed","","","Standard","List","0 - 500","0 - 99999"
"","362","Pregnancy","1 - 3","","","Standard","Integer","1 - 5","1 - 3"
"","363","17-OH Progesterone","1 to 2 days: 65 - 4003 to 6 days: 60 - 2501 to 3 weeks: 20 - 2201 to 3 months: 5 - 1501 to 3 years: 5 - 903 to 6 years: 5 - 906 to 15 years: 10 - 160Adult:Male: 10 - 285Female: 10 - 285","ng/dl","","Standard","Decimal","0 - 855","10 - 285"
"","364","ACTH","8.3 - 57.8","pg/ml","","Standard","Decimal","0 - 173.4","8.3 - 57.8"
"","365","Adenosine Deaminase (ADA)","Serum < 15CSF < 9Fluid < 30","U/L","","Standard","Decimal","0 - 999","0 - 30"
"","366","Aldosterone Level","Male: 0.35 - 3.15Female: 0.40 - 3.40","ng/ml","","Standard","Decimal","0 - 10.2","0.35 - 3.4"
"","367","Alpha-1","2 - 5","%","","Standard","Decimal","0 - 100","2 - 5"
"","368","Antibodies Related to Systemic Lupus Erythematosus (SLE)","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","369","Anti Nucleosomes IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","370","Anti dsDNA IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","371","Anti Histones","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","372","Anti Sm IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","373","Anti PCNA IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","374","Anti Ribosome Protein IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","375","Antibodies Related to Sharp Syndrome/MCTD","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","376","Anti Sm/RNP IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","377","Antibodies Related to Sjorgen’s Syndrome","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","378","Anti SS-A","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","379","Anti SS-B","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","380","Anti RO-52","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","381","Antibodies Related to Systemic Sclerosis (Scleroderma)","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","382","Anti ScI-70 IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","383","Anti Centromere B","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","384","Anitbodies Related toPolymyositis/Scleroderma Overlap Syndrome","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","385","Anti PM/Scl IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","386","Antibodies Related to Myositis","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","387","Anti Jo-1 IgG","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","388","Abs. Related to Primary Billiary Cirrhosis","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","389","Anti Mitochondrial-M2 Ab (AMA-M2)","(See below)","U/ml","","Standard","Decimal","0 - 500","0 - 99999"
"","390","Anitbodies Related to Polymyositis/Scleroderma Overlap Syndrome","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","391","ANCA-P (MPO Antibodies)","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","392","ANCA-C (P-3 Antibodies)","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","393","ANCA-C IgG","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","394","ANCA-C IgM","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","395","Androgen Level","15 - 70","ng/dl","","Standard","Decimal","0 - 210","15 - 70"
"","396","Anti Cardiolipin IgG","Negative < 15Equivocal 15 - 20Positive > 20","GPL U/ml","","Standard","Decimal","0 - 60","0 - 20"
"","397","Anti Cardiolipin IgM","Negative < 12.5Equivocal 12.5 - 20.0Positive > 20.0","MPL U/ml","","Standard","Decimal","0 - 60","0 - 20"
"","398","Anti Centromere-B","Less Than 20","AU/ml","","Standard","Decimal","0 - 60","0 - 20"
"","399","Anti Endomysial IgA","Negative < 9.0Borderline 9.0 - 11.0Positive > 11.0","U/ml","","Standard","Decimal","0 - 33","0 - 11"
"","400","Anti Endomysial IgG","Negative < 9.0Borderline 9.0 - 11.0Positive > 11.0","U/ml","","Standard","Decimal","0 - 33","0 - 11"
"","401","Anti GBM (Anti Glomerular Basement Membrane)","Negative: < 0.90Grayzone: 0.90 to 1.10Positive: > 1.10","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","402","Anti Gliadin IgA","Negative: <12Positive: >12","u/ml","","Standard","Decimal","0 - 39","0 - 13"
"","403","Anti Gliadin IgG","","","","Descriptive","Text","0 - 500","0 - 99999"
"","404","CutOff Value","","","15.00","Descriptive","Text","0 - 500","0 - 99999"
"","405","Patient Value","","","","Descriptive","Text","0 - 500","0 - 99999"
"","406","Anti Gliadin IgM","","","","Descriptive","Text","0 - 500","0 - 99999"
"","407","Anti HBc","","","","Standard","Text","0 - 500","0 - 99999"
"","408","Cut Off Value","","","1.00","Standard","Text","0 - 250","0 - 99999"
"","409","Result","","","","Descriptive","Text","0 - 500","0 - 99999"
"","410","Anti HBc IgG","Non-Reactive: < 1.0Reactive: > 1.0","-","","Standard","Decimal","0 - 3","0 - 1"
"","411","Anti HBc IgM","Non-Reactive: < 1.1Reactive: > 1.1","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","412","Patient's Value","Negative: <20Positive: >20","U/ml","","Standard","Decimal","0 - 99","0 - 20"
"","413","Anti HBs","","","","Descriptive","Text","0 - 500","0 - 99999"
"","414","ANTI HEV IgG","","","","Descriptive","Text","0 - 500","0 - 99999"
"","415","Patient Value:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","416","ANTI HEV IgM:","","","","Descriptive","Text","0 - 500","0 - 99999"
"","417","Anti Kidney Liver Microsomal Antibodies (KLM)","Negative: <15Positive: >15","U/ml","","Standard","Decimal","0 - 45","0 - 15"
"","418","AMA (Anti Microsomal Antibodies) Blood","Negative: < 0.90Grayzone: 0.90 to 1.10Positive: > 1.10","AU/ml","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","419","Anti Mullerian Hormone (AMH)","Female< 24 months: < 4.724 months - 12 years: < 8.813 - 45 years: 0.9 - 9.5> 45 years: < 1.0Males< 24 months: 14 - 46624 months - 12 years: 7.4 - 243> 12 years: 0.7 - 19","ng/mL","","Standard","Decimal","0 - 1398","0.7 - 466"
"","420","Barbiturate (BAR) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","421","Benzodiazepines (BZO) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","422","Cannabinoids (THC) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","423","Cocaine (COC) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","424","Morphine Derivatives (MOP)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","425","Amphetamines (AMP) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","426","Marijuana (Urine)","","","","Descriptive","Text","0 - 500","0 - 99999"
"","427","Methadone (MTD) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","428","Methamphetamine (MET) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","429","Phencyclidine (PCP) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","430","Tricyclic Antidepressant (TCA) Urine","","","","Descriptive","Text","0 - 500","0 - 99999"
"","431","Anti Phospholipid IgG","Negative: < 10.0Positive: > 10.0","","","Standard","Decimal","0 - 30","0 - 10"
"","432","Anti Phospholipid IgM","Negative: < 10.0Positive: > 10.0","","","Standard","Decimal","0 - 30","0 - 10"
"","433","Anti SCL-70 IgG","Less Than 20","AU/ml","","Standard","Decimal","0 - 60","0 - 20"
"","434","Anti Smooth Muscle Antibodies (SMA)","Less Than 20","Au/ml","","Standard","Decimal","0 - 60","0 - 20"
"","435","Anti Sperm Antibodies (Serum)","Negative : <60.0Equivocal : 60.0 to 100.0Positive : >= 100.0","-","","Standard","Decimal","0 - 300","0 - 100"
"","436","Anti SS-A (RO)","Less Than 20","AU/ml","","Standard","Decimal","0 - 60","0 - 20"
"","437","Anti Thyroglobulin Antibodies (ATG)","Negative: < 58.50Equivocal: 58.50 - 71.50Positive: > 71.50","IU/ml","","Standard","Decimal","0 - 999","0 - 71.5"
"","438","Anti Thyroid Peroxidase (Blood TPO)","Less Than 30","IU/ml","","Standard","Decimal","0 - 90","0 - 30"
"","439","PH","7.38 - 7.46","","","Standard","Decimal","0 - 22.38","7.38 - 7.46"
"","440","PCO2","32 - 46","mmHg","","Standard","Decimal","0 - 138","32 - 46"
"","441","PO2","74 - 108","mmHg","","Standard","Decimal","0 - 324","74 - 108"
"","442","HCO3","21 - 29","mEq/L","","Standard","Decimal","0 - 87","21 - 29"
"","443","B.E","0.02 - 2.00","mEq/L","","Standard","Decimal","0 - 6","0.02 - 2"
"","444","O2 Saturation","94 - 100","%","","Standard","Decimal","0 - 100","94 - 100"
"","445","CONCLUSION:-","","","","Descriptive","Text","0 - 500","0 - 99999"
"","446","Brucella IgG","Negative: < 0.90Grayzone: 0.90 to 1.10Positive: > 1.10","IU/ml","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","447","Brucella IgM","Negative: < 0.9Borderline: 0.9 to 1.1Positive: > 1.1","IU/ml","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","448","C-Peptide Level","0.5 - 3.0","ng/ml","","Standard","Decimal","0 - 99","0.5 - 3"
"","449","C.E.A","Smoker: 1.0 - 7.0Non-Smoker: 0.0 - 5.0","ng/ml","","Standard","Decimal","0 - 21","0 - 7"
"","450","CA 15-3 (Blood)","Less Than: 30","U/ml","","Standard","Decimal","0 - 90","0 - 30"
"","451","Serum Creatinine","0.72 - 1.25","mg/dl","","Standard","Decimal","0 - 40","0.72 - 1.25"
"","452","Plasma Glucose (Random)","60 - 140","mg/dL","","Standard","Decimal","0 - 999","60 - 140"
"","453","Serum BUN","8 - 22","mg/dl","","Standard","Decimal","0 - 66","8 - 22"
"","454","Serum Sodium","136 - 145","mmol/L","","Standard","Decimal","0 - 435","136 - 145"
"","455","Serum Potassium","3.5 - 5.1","mmol/L","","Standard","Decimal","0 - 15.3","3.5 - 5.1"
"","456","Serum Chloride","98 - 107","mmol/L","","Standard","Decimal","0 - 999","98 - 107"
"","457","Serum Bicarbonate","21 - 32","mmol/L","","Standard","Decimal","0 - 96","21 - 32"
"","458","CMV IgG (Cytomegalovirus)","Negative: < 0.90Grayzone: 0.90 to 1.10Positive: > 1.10","IU/ml","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","459","CMV IgM (Cytomegalovirus)","Negative: < 0.90Grayzone: 0.90 to 1.10Positive: > 1.10","IU/ml","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","460","Blood Sugar Random","80 - 160","mg/dl","","Standard","Decimal","0 - 999","80 - 160"
"","461","Blood Glucose Fasting","60 - 110","mg/dl","","Standard","Decimal","0 - 999","60 - 110"
"","462","Copper (24 hrs Urine)","10 - 100","ug/24hrs","","Standard","Decimal","0 - 300","10 - 100"
"","463","Cortisole (Spot Urine)","42 - 218","ug/l","","Standard","Decimal","0 - 654","42 - 218"
"","464","Cortisol","30.0 - 350.0","ug/24h","","Standard","Decimal","0 - 1050","30 - 350"
"","465","COVID-19 Antibody IgG & IgM","","","","Descriptive","Text","0 - 500","0 - 99999"
"","466","COVID-19 IgG Antibody Test","Negative : < 4Equivocal : 4 to 6Positive : > 6","","","Standard","Decimal","0 - 18","0 - 6"
"","467","COVID-19 IgM Antibody Test","","","","Descriptive","Text","0 - 500","0 - 99999"
